studentId,name,email,phone,dateOfBirth,gender,department,semester,currentCGPA,attendancePercent,libraryVisits,extracurricular,disciplinaryIssues,familyIncome,parentEducation,distanceFromHome,totalFees,feesPaid,feesPending,paymentStatus
25ME071,Jayesh Solanki,25me071@charusat.edu.in,9399258211,2005-04-15,Male,ME,2,9.36,75,22,Yes,Minor,1069282,Graduate,29,80000,40000,40000,Pending
25ME072,Riya Bhatt,25me072@charusat.edu.in,9835290259,2004-09-24,Female,ME,2,9.17,78,29,No,Minor,1069025,Graduate,11,80000,60000,20000,Pending
25ME073,Devang Mehta,25me073@charusat.edu.in,9600228522,2004-12-25,Female,ME,2,9.38,93,4,Yes,None,619901,School,45,80000,80000,0,Paid
25ME074,Meet Vora,25me074@charusat.edu.in,9435450701,2004-12-25,Male,ME,2,5.52,92,21,No,None,903680,School,3,80000,80000,0,Paid
25ME075,Sachin Parmar,25me075@charusat.edu.in,9328324257,2005-02-24,Male,ME,2,9.29,67,22,Yes,Minor,735578,Postgraduate,30,80000,60000,20000,Pending
25ME076,Rahul Patel,25me076@charusat.edu.in,9460477400,2004-06-05,Male,ME,2,6.38,74,0,No,Minor,563139,Postgraduate,49,80000,80000,0,Paid
25ME077,Amit Shah,25me077@charusat.edu.in,9182269868,2004-06-07,Female,ME,2,6.65,77,23,No,None,631946,School,14,80000,60000,20000,Pending
25ME078,Neha Desai,25me078@charusat.edu.in,9356124666,2002-12-10,Male,ME,2,8.68,79,26,Yes,None,939563,School,75,80000,40000,40000,Pending
25ME079,Priya Mehta,25me079@charusat.edu.in,9857027052,2004-10-27,Male,ME,2,5.37,91,15,No,Minor,1168044,School,34,80000,60000,20000,Pending
25ME080,Kunal Joshi,25me080@charusat.edu.in,9111978622,2003-12-10,Female,ME,2,9.5,80,2,Yes,Minor,838888,Postgraduate,2,80000,80000,0,Paid
25ME081,Ravi Patel,25me081@charusat.edu.in,9670874680,2002-08-06,Male,ME,2,5.09,59,5,No,Minor,1066676,Graduate,19,80000,60000,20000,Pending
25ME082,Pooja Trivedi,25me082@charusat.edu.in,9368119197,2004-01-27,Female,ME,2,7.5,72,16,Yes,None,342400,School,39,80000,60000,20000,Pending
25ME083,Anjali Shah,25me083@charusat.edu.in,9374556431,2002-03-30,Female,ME,2,8.29,63,10,Yes,Minor,957078,Graduate,17,80000,40000,40000,Pending
25ME084,Nikhil Rana,25me084@charusat.edu.in,9799485729,2004-09-01,Male,ME,2,8.65,84,21,Yes,Minor,294975,School,7,80000,60000,20000,Pending
25ME085,Harsh Patel,25me085@charusat.edu.in,9457871690,2003-02-17,Male,ME,2,8.74,90,7,Yes,None,343630,Postgraduate,58,80000,80000,0,Paid
25ME086,Jayesh Solanki,25me086@charusat.edu.in,9558093441,2003-07-16,Female,ME,2,8.22,93,19,No,Minor,559439,Graduate,71,80000,80000,0,Paid
25ME087,Riya Bhatt,25me087@charusat.edu.in,9947910300,2002-01-30,Male,ME,2,5.66,68,17,No,Minor,977386,School,37,80000,80000,0,Paid
25ME088,Devang Mehta,25me088@charusat.edu.in,9481743173,2002-11-04,Male,ME,2,5.91,70,27,No,Minor,297509,School,46,80000,40000,40000,Pending
25ME089,Meet Vora,25me089@charusat.edu.in,9904257006,2003-06-29,Female,ME,2,6.0,93,16,Yes,Minor,1060117,Postgraduate,31,80000,60000,20000,Pending
25ME090,Sachin Parmar,25me090@charusat.edu.in,9794638581,2004-01-31,Female,ME,2,7.65,87,26,Yes,None,1071268,School,56,80000,80000,0,Paid
25ME091,Rahul Patel,25me091@charusat.edu.in,9873789310,2005-03-12,Male,ME,2,8.52,81,23,Yes,None,1170600,Postgraduate,4,80000,60000,20000,Pending
25ME092,Amit Shah,25me092@charusat.edu.in,9965293582,2002-11-20,Male,ME,2,6.75,94,4,No,None,204179,Graduate,46,80000,60000,20000,Pending
25ME093,Neha Desai,25me093@charusat.edu.in,9527825970,2004-01-27,Female,ME,2,7.68,58,24,Yes,Minor,1122887,School,13,80000,80000,0,Paid
25ME094,Priya Mehta,25me094@charusat.edu.in,9412208653,2004-02-21,Female,ME,2,6.51,74,17,Yes,Minor,1184959,Graduate,71,80000,40000,40000,Pending
25ME095,Kunal Joshi,25me095@charusat.edu.in,9216306831,2003-01-10,Male,ME,2,7.54,69,20,No,Minor,1176131,School,71,80000,40000,40000,Pending
25ME096,Ravi Patel,25me096@charusat.edu.in,9118171055,2005-01-19,Male,ME,2,7.57,95,23,No,Minor,285085,Graduate,53,80000,40000,40000,Pending
25ME097,Pooja Trivedi,25me097@charusat.edu.in,9559714989,2004-02-23,Male,ME,2,7.63,77,1,Yes,Minor,1049417,School,48,80000,80000,0,Paid
25ME098,Anjali Shah,25me098@charusat.edu.in,9653523052,2004-10-23,Male,ME,2,5.98,88,15,No,None,956833,Postgraduate,35,80000,80000,0,Paid
25ME099,Nikhil Rana,25me099@charusat.edu.in,9933052245,2002-07-15,Female,ME,2,7.0,87,24,Yes,None,996647,Graduate,64,80000,60000,20000,Pending
25ME100,Harsh Patel,25me100@charusat.edu.in,9905188802,2005-03-19,Female,ME,2,6.67,92,11,Yes,Minor,869821,School,72,80000,60000,20000,Pending
23CE001,Rahul Patel,23ce001@charusat.edu.in,9579381064,2004-11-26,Male,CE,6,5.06,83,11,Yes,None,373156,School,20,80000,40000,40000,Pending
23CE002,Amit Shah,23ce002@charusat.edu.in,9260260524,2005-04-04,Female,CE,6,5.61,73,24,No,None,1135977,Graduate,80,80000,80000,0,Paid
23CE003,Neha Desai,23ce003@charusat.edu.in,9289937316,2003-04-02,Female,CE,6,7.28,86,28,Yes,Minor,355759,Graduate,24,80000,60000,20000,Pending
23CE004,Priya Mehta,23ce004@charusat.edu.in,9622538665,2003-08-21,Female,CE,6,9.2,76,25,Yes,Minor,715210,School,31,80000,40000,40000,Pending
23CE005,Kunal Joshi,23ce005@charusat.edu.in,9628464850,2003-12-08,Female,CE,6,8.51,77,1,No,None,315542,School,64,80000,60000,20000,Pending
23CE006,Ravi Patel,23ce006@charusat.edu.in,9636996596,2003-09-22,Female,CE,6,5.1,67,3,Yes,None,530584,Postgraduate,74,80000,40000,40000,Pending
23CE007,Pooja Trivedi,23ce007@charusat.edu.in,9838564318,2005-02-13,Male,CE,6,7.09,69,8,Yes,None,422001,Graduate,49,80000,40000,40000,Pending
23CE008,Anjali Shah,23ce008@charusat.edu.in,9715255014,2003-12-26,Male,CE,6,8.55,71,4,No,None,1171172,School,51,80000,80000,0,Paid
23CE009,Nikhil Rana,23ce009@charusat.edu.in,9646053248,2004-08-30,Female,CE,6,9.45,95,9,Yes,None,465289,Postgraduate,50,80000,40000,40000,Pending
23CE010,Harsh Patel,23ce010@charusat.edu.in,9580390674,2005-03-21,Male,CE,6,8.47,58,9,Yes,Minor,319031,School,29,80000,80000,0,Paid
23CE011,Jayesh Solanki,23ce011@charusat.edu.in,9173421637,2002-03-30,Male,CE,6,8.64,69,4,Yes,None,1159476,Postgraduate,62,80000,60000,20000,Pending
23CE012,Riya Bhatt,23ce012@charusat.edu.in,9914281062,2005-03-16,Female,CE,6,8.54,82,17,Yes,Minor,532693,Graduate,25,80000,40000,40000,Pending
23CE013,Devang Mehta,23ce013@charusat.edu.in,9363670176,2002-05-26,Male,CE,6,5.59,94,15,No,None,306473,School,29,80000,80000,0,Paid
23CE014,Meet Vora,23ce014@charusat.edu.in,9615209356,2002-05-05,Male,CE,6,8.02,67,20,No,None,1180543,School,35,80000,80000,0,Paid
23CE015,Sachin Parmar,23ce015@charusat.edu.in,9397364687,2005-03-05,Female,CE,6,8.15,73,2,Yes,None,926398,Postgraduate,35,80000,40000,40000,Pending
23CE016,Rahul Patel,23ce016@charusat.edu.in,9808773030,2004-11-06,Female,CE,6,9.18,74,23,Yes,Minor,607531,Postgraduate,30,80000,60000,20000,Pending
23CE017,Amit Shah,23ce017@charusat.edu.in,9603854316,2003-10-21,Female,CE,6,7.55,77,9,No,None,1090226,Graduate,9,80000,60000,20000,Pending
23CE018,Neha Desai,23ce018@charusat.edu.in,9961563313,2004-01-19,Male,CE,6,6.03,88,1,No,Minor,790086,Postgraduate,12,80000,60000,20000,Pending
23CE019,Priya Mehta,23ce019@charusat.edu.in,9824489777,2002-04-03,Female,CE,6,6.88,57,19,Yes,None,1161655,Postgraduate,61,80000,80000,0,Paid
23CE020,Kunal Joshi,23ce020@charusat.edu.in,9354956831,2004-09-20,Female,CE,6,5.26,79,20,Yes,None,372533,Postgraduate,46,80000,60000,20000,Pending
23CE021,Ravi Patel,23ce021@charusat.edu.in,9892215488,2003-01-21,Female,CE,6,7.49,87,16,No,Minor,1144936,School,61,80000,40000,40000,Pending
23CE022,Pooja Trivedi,23ce022@charusat.edu.in,9652119860,2004-08-11,Female,CE,6,8.31,70,21,Yes,None,835016,Graduate,41,80000,40000,40000,Pending
23CE023,Anjali Shah,23ce023@charusat.edu.in,9952251751,2002-05-22,Female,CE,6,7.82,74,29,No,Minor,288428,Postgraduate,69,80000,40000,40000,Pending
23CE024,Nikhil Rana,23ce024@charusat.edu.in,9505620520,2003-01-04,Female,CE,6,7.96,91,4,Yes,Minor,613097,School,17,80000,40000,40000,Pending
23CE025,Harsh Patel,23ce025@charusat.edu.in,9872370041,2003-12-27,Male,CE,6,7.72,81,10,No,Minor,325668,School,70,80000,40000,40000,Pending
23CE026,Jayesh Solanki,23ce026@charusat.edu.in,9379028732,2002-08-16,Male,CE,6,6.94,68,23,No,None,843613,Postgraduate,32,80000,40000,40000,Pending
23CE027,Riya Bhatt,23ce027@charusat.edu.in,9114583253,2002-03-01,Female,CE,6,7.81,82,25,No,Minor,1088193,Graduate,14,80000,80000,0,Paid
23CE028,Devang Mehta,23ce028@charusat.edu.in,9636931068,2003-07-20,Female,CE,6,6.78,55,30,Yes,None,634281,Postgraduate,70,80000,40000,40000,Pending
23CE029,Meet Vora,23ce029@charusat.edu.in,9628281047,2003-10-05,Male,CE,6,9.17,93,14,Yes,None,388299,Graduate,2,80000,80000,0,Paid
23CE030,Sachin Parmar,23ce030@charusat.edu.in,9663434834,2004-02-24,Female,CE,6,7.85,67,23,No,Minor,1038434,School,63,80000,40000,40000,Pending
23CE031,Rahul Patel,23ce031@charusat.edu.in,9228222312,2002-04-23,Male,CE,6,8.89,64,23,Yes,None,1073536,Postgraduate,35,80000,40000,40000,Pending
23CE032,Amit Shah,23ce032@charusat.edu.in,9153644376,2003-07-27,Male,CE,6,8.6,73,0,Yes,None,543030,Graduate,41,80000,80000,0,Paid
23CE033,Neha Desai,23ce033@charusat.edu.in,9334877758,2003-08-06,Male,CE,6,5.25,86,0,No,Minor,519497,Graduate,36,80000,60000,20000,Pending
23CE034,Priya Mehta,23ce034@charusat.edu.in,9330910770,2002-09-08,Male,CE,6,6.51,90,3,Yes,Minor,913313,School,76,80000,60000,20000,Pending
24CE035,Kunal Joshi,24ce035@charusat.edu.in,9775914336,2004-07-21,Female,CE,4,8.4,60,24,No,Minor,1095457,School,18,80000,60000,20000,Pending
24CE036,Ravi Patel,24ce036@charusat.edu.in,9895960625,2004-03-06,Female,CE,4,7.73,77,13,Yes,None,221664,Graduate,56,80000,80000,0,Paid
24CE037,Pooja Trivedi,24ce037@charusat.edu.in,9880442805,2002-08-15,Male,CE,4,9.19,56,11,Yes,Minor,844108,Graduate,25,80000,60000,20000,Pending
24CE038,Anjali Shah,24ce038@charusat.edu.in,9424166091,2003-11-28,Male,CE,4,8.78,71,7,Yes,None,844392,School,11,80000,80000,0,Paid
24CE039,Nikhil Rana,24ce039@charusat.edu.in,9633647260,2003-03-19,Male,CE,4,5.48,71,21,No,None,399043,Postgraduate,57,80000,60000,20000,Pending
24CE040,Harsh Patel,24ce040@charusat.edu.in,9452204993,2002-03-09,Male,CE,4,6.34,58,1,No,None,1158445,Postgraduate,31,80000,40000,40000,Pending
24CE041,Jayesh Solanki,24ce041@charusat.edu.in,9225922603,2002-04-11,Female,CE,4,5.11,73,26,No,None,1067871,Graduate,77,80000,40000,40000,Pending
24CE042,Riya Bhatt,24ce042@charusat.edu.in,9924699539,2002-03-28,Female,CE,4,5.01,94,23,No,None,347218,Postgraduate,7,80000,80000,0,Paid
24CE043,Devang Mehta,24ce043@charusat.edu.in,9995654910,2004-05-03,Male,CE,4,5.68,58,16,Yes,None,394304,Postgraduate,54,80000,60000,20000,Pending
24CE044,Meet Vora,24ce044@charusat.edu.in,9302852502,2003-11-15,Female,CE,4,5.37,85,0,Yes,Minor,1137865,School,28,80000,60000,20000,Pending
24CE045,Sachin Parmar,24ce045@charusat.edu.in,9287348472,2003-04-12,Female,CE,4,8.59,59,12,Yes,None,296210,School,79,80000,60000,20000,Pending
24CE046,Rahul Patel,24ce046@charusat.edu.in,9484174994,2004-06-21,Female,CE,4,6.95,83,1,Yes,Minor,376090,Postgraduate,32,80000,60000,20000,Pending
24CE047,Amit Shah,24ce047@charusat.edu.in,9343321670,2003-10-31,Male,CE,4,8.48,70,4,No,None,1190965,School,40,80000,40000,40000,Pending
24CE048,Neha Desai,24ce048@charusat.edu.in,9510862368,2002-07-09,Male,CE,4,7.64,69,24,No,None,455112,School,7,80000,80000,0,Paid
24CE049,Priya Mehta,24ce049@charusat.edu.in,9748453353,2003-09-29,Male,CE,4,7.19,69,18,No,None,656958,Postgraduate,25,80000,40000,40000,Pending
24CE050,Kunal Joshi,24ce050@charusat.edu.in,9353236321,2002-03-16,Female,CE,4,5.2,56,30,Yes,Minor,943023,School,41,80000,60000,20000,Pending
24CE051,Ravi Patel,24ce051@charusat.edu.in,9125336079,2002-11-20,Male,CE,4,9.37,69,15,Yes,Minor,1068202,School,12,80000,80000,0,Paid
24CE052,Pooja Trivedi,24ce052@charusat.edu.in,9857643052,2003-05-25,Male,CE,4,9.23,93,22,Yes,None,368871,School,31,80000,60000,20000,Pending
24CE053,Anjali Shah,24ce053@charusat.edu.in,9884833136,2002-10-20,Male,CE,4,7.97,77,0,No,Minor,360977,Postgraduate,34,80000,40000,40000,Pending
24CE054,Nikhil Rana,24ce054@charusat.edu.in,9246563948,2004-03-27,Male,CE,4,8.88,92,0,No,None,222285,Graduate,49,80000,60000,20000,Pending
24CE055,Harsh Patel,24ce055@charusat.edu.in,9389335926,2004-10-20,Female,CE,4,8.84,64,10,No,Minor,1135380,Postgraduate,21,80000,60000,20000,Pending
24CE056,Jayesh Solanki,24ce056@charusat.edu.in,9661575058,2002-06-08,Male,CE,4,7.75,86,7,No,None,1008223,School,32,80000,60000,20000,Pending
24CE057,Riya Bhatt,24ce057@charusat.edu.in,9221853333,2002-09-16,Female,CE,4,8.37,81,2,Yes,Minor,873460,Graduate,20,80000,40000,40000,Pending
24CE058,Devang Mehta,24ce058@charusat.edu.in,9638988842,2004-06-28,Female,CE,4,5.77,72,2,Yes,Minor,386018,Graduate,47,80000,60000,20000,Pending
24CE059,Meet Vora,24ce059@charusat.edu.in,9727882634,2005-03-14,Male,CE,4,9.38,84,18,Yes,None,541738,Graduate,10,80000,60000,20000,Pending
24CE060,Sachin Parmar,24ce060@charusat.edu.in,9735160168,2004-08-11,Male,CE,4,7.15,88,1,Yes,None,559274,Postgraduate,5,80000,60000,20000,Pending
24CE061,Rahul Patel,24ce061@charusat.edu.in,9475965388,2004-10-03,Male,CE,4,7.6,82,28,Yes,None,990285,Graduate,58,80000,40000,40000,Pending
24CE062,Amit Shah,24ce062@charusat.edu.in,9932398029,2003-11-07,Male,CE,4,6.12,88,1,Yes,Minor,1099434,Postgraduate,4,80000,60000,20000,Pending
24CE063,Neha Desai,24ce063@charusat.edu.in,9576892878,2004-03-15,Male,CE,4,5.55,80,21,No,None,296234,Postgraduate,67,80000,60000,20000,Pending
24CE064,Priya Mehta,24ce064@charusat.edu.in,9498675313,2002-06-02,Female,CE,4,5.96,77,20,Yes,Minor,690613,School,36,80000,80000,0,Paid
24CE065,Kunal Joshi,24ce065@charusat.edu.in,9624075933,2002-06-18,Female,CE,4,5.25,74,22,Yes,Minor,406815,Graduate,62,80000,60000,20000,Pending
